method,model,n,start_index,judge_score_llama,judge_score_claude,judge_claude_justification,avg_edge_coherence,wall_time_seconds,api_cost_usd_extraction,api_cost_usd_claude_judge,narrative_ids
maps_algorithmic,,18,50,8.0,4,"The narrative has a loose thematic connection around Chile's social unrest (estallido social) and the COVID-19 pandemic, with some documents showing temporal progression from the pre-estallido period through its anniversary. However, the sequence is disrupted by unrelated documents (Mexican women's strike, Harvey Weinstein sentencing, Felipe Camiroaga tribute, Lorena Recabarren's controversies) and the overall collection feels more like a news aggregation than a coherent narrative with clear logical progression.",0.5918738877072054,0.16418508300557733,0.0,0.13863,art_0233;art_0238;art_0243;art_0257;art_0261;art_0266;art_0270;art_0275;art_0280;art_0284;art_0294;art_0298;art_0303;art_0308;art_0322;art_0326;art_0331;art_0336
maps_algorithmic,,18,100,8.0,4,"The narrative has a loose thematic connection around Chile's 2019 social uprising (estallido social) and its political aftermath, with documents [1] through [15] forming a reasonably coherent arc from the estallido through the constitutional process and Boric's election. However, the narrative loses coherence significantly with documents [16]-[18], which shift to Chilean intelligence issues and then abruptly to Colombia's 2021 protests and victims of police violence, breaking the temporal and geographic focus of the story.",0.6063677475732916,0.22559995902702212,0.0,0.13209,art_0466;art_0471;art_0489;art_0499;art_0508;art_0513;art_0517;art_0527;art_0531;art_0545;art_0550;art_0564;art_0578;art_0582;art_0596;art_0606;art_0610;art_0615
llm_extractor_gpt4omini,gpt-4o-mini,12,0,8.0,7,"The narrative follows a generally coherent chronological progression of Chile's social uprising from October 2019 through February 2020, covering protests, human rights violations, cultural responses, government reactions, and aftermath. However, coherence is somewhat weakened by the inclusion of tangential documents (K-pop Twitter rankings, athlete interview, sports-related content) that dilute the central narrative thread, and document [4] contains significant repetitive text artifacts.",0.5774325105276975,18.445934166084044,0.002481075,0.044822999999999995,art_0001;art_0014;art_0028;art_0042;art_0075;art_0089;art_0103;art_0122;art_0135;art_0191;art_0196;art_0210
llm_extractor_gpt4omini,gpt-4o-mini,12,0,8.0,5,"The narrative has a clear central theme (Chile's 2019 social uprising) and generally follows a temporal progression from November 2019 to March 2020, covering protests, cultural responses, economic impacts, and political reactions. However, coherence is weakened by thematic fragmentation (mixing art, tourism, car sales, political debates, and an exorcist's views), significant repetition in document [6], and the final document [12] about an exorcist feels tangential and tonally inconsistent with the rest of the narrative.",0.5777241587638855,9.396371459006332,0.002489775,0.054276000000000005,art_0001;art_0014;art_0024;art_0033;art_0028;art_0056;art_0080;art_0103;art_0126;art_0140;art_0177;art_0229
llm_extractor_gpt4omini,gpt-4o-mini,12,0,8.0,4,"The narrative shares a common theme (Chile's 2019 social uprising/estallido social) and follows a general chronological progression from November 2019 to September 2020, but lacks a focused storyline, mixing unrelated angles such as celebrity reactions, conspiracy theories, police station attacks, tourism statistics, human rights reports, and unemployment data. Several documents (Doc 3 about conspiracy theories, Doc 9 about a triathlete, Doc 10 about a TV personality) feel tangential and disrupt narrative coherence, while some documents contain severe formatting issues with repeated content.",0.587730044668371,8.566183833987452,0.007456275,0.06171,art_0001;art_0014;art_0019;art_0052;art_0056;art_0075;art_0080;art_0112;art_0122;art_0131;art_0196;art_0312
llm_extractor_gpt4omini,gpt-4o-mini,12,0,8.0,5,"The narrative maintains a loose thematic coherence around Chile's 2019 social uprising (estallido social) and its aftermath, covering human rights violations, protests, economic impacts, and political responses in roughly chronological order. However, the sequence includes several tangential documents (the exorcist priest interview, Mon Laferte's music release, the attack on the mayor's house, Latam's financial results) that disrupt narrative flow and lack strong logical connection to a unified story arc.",0.5164118761366064,9.44256570795551,0.0024857250000000003,0.057696,art_0005;art_0075;art_0084;art_0173;art_0177;art_0224;art_0229;art_0243;art_0247;art_0308;art_0312;art_0317
llm_extractor_gpt4omini,gpt-4o-mini,12,0,6.0,6,"The narrative covers Chile's 2019 social uprising chronologically from November 2019 to October 2020, maintaining a consistent central theme. However, it lacks tight thematic progression, includes loosely related tangents (supernatural prophecies, graffiti art debates, banking provisions), and document [5] contains excessive repetitive content that disrupts narrative flow.",0.5501234233379364,10.473496542079374,0.002482875,0.05328,art_0010;art_0014;art_0019;art_0052;art_0056;art_0075;art_0084;art_0103;art_0135;art_0177;art_0201;art_0317
llm_extractor_gpt4omini,gpt-4o-mini,12,150,8.0,5,"The narrative has a loose thematic connection around Chile's 'estallido social' of October 2019 and its aftermath, covering anniversaries, political consequences, legal proceedings, and constitutional processes in roughly chronological order. However, several documents (the Stratovarius interview, the housing crisis article, the Masonic leader interview) are tangential to the core narrative thread, weakening the overall coherence and logical progression of the story.",0.5581609471277758,3.467204791959375,0.0013617375,0.056187,art_0699;art_0708;art_0713;art_0717;art_0722;art_0750;art_0755;art_0769;art_0787;art_0820;art_0848;art_0862
llm_extractor_gpt4omini,gpt-4o-mini,12,150,8.0,3,"The narrative loosely connects around the 2019 Chilean social uprising (estallido social) as a common theme, but the documents are highly fragmented, covering unrelated topics such as a Stratovarius concert, a pharmacy robbery, alcalde Carter's demolitions, and Manuel Pellegrini's political opinions. There is no clear logical or temporal progression tying these documents into a coherent story, as they represent disparate perspectives and events with only superficial thematic overlap.",0.5969112948937849,2.3457557080546394,0.0013569374999999999,0.04617,art_0703;art_0708;art_0713;art_0722;art_0727;art_0750;art_0759;art_0764;art_0773;art_0787;art_0792;art_0801
llm_extractor_gpt4omini,gpt-4o-mini,12,150,8.0,5,"The narrative has a loose thematic connection around Chile's political turbulence, linking the 2019 social uprising (estallido social) to its aftermath including Boric's government struggles, constitutional processes, and the 50th anniversary of the 1973 coup. However, the sequence lacks tight logical progression, includes tangential documents (Pellegrini's soccer career, insurance costs, street renaming), and jumps between topics without clear narrative threading.",0.6379029805010016,6.751610209001228,0.0013618875,0.061482,art_0713;art_0717;art_0727;art_0759;art_0787;art_0792;art_0801;art_0806;art_0852;art_0857;art_0862;art_0866
llm_extractor_gpt4omini,gpt-4o-mini,12,150,8.0,4,"The narrative has a loose thematic connection around Chile's 2019 estallido social and its aftermath, with documents covering events from October 2022 to August 2023 that reference the uprising. However, the sequence lacks strong logical progression, includes highly tangential documents (Stratovarius concert interview, SIMCE education debate, housing crisis), and jumps between unrelated topics without building a coherent story arc.",0.5696106444705616,2.93993141700048,0.0013612874999999998,0.04263,art_0708;art_0713;art_0722;art_0736;art_0741;art_0750;art_0764;art_0787;art_0806;art_0810;art_0820;art_0848
llm_extractor_gpt4omini,gpt-4o-mini,12,150,6.0,4,"The narrative shares a common thematic thread around Chile's 'estallido social' of October 2019 and its political aftermath, touching on related topics like Boric's government, human rights investigations, and social polarization. However, the documents lack tight temporal or logical progression, jumping between unrelated specific events (pharmacy looting, SIMCE education policy, Masonic leader interview) and spanning over a year with inconsistent focus, making it feel more like a loose thematic collection than a coherent narrative sequence.",0.524492705410177,2.2289524580119178,0.0013545375,0.051558,art_0708;art_0703;art_0717;art_0727;art_0741;art_0750;art_0755;art_0778;art_0787;art_0792;art_0801;art_0862
llm_extractor_gpt4omini,gpt-4o-mini,12,50,8.0,6,"The narrative follows a logical thematic arc connecting Chile's social unrest (estallido social of October 2019) through the COVID-19 pandemic and its economic, social, and political consequences, with documents progressing chronologically from March 2020 to January 2021. However, the sequence lacks tight narrative cohesion as some documents (philosophical essay, scientific paper on riot dynamics, urban infrastructure works) feel tangential, and the collection reads more as a thematic anthology than a single coherent story with clear cause-and-effect progression.",0.5610831542448564,16.362822167109698,0.001347375,0.09495300000000001,art_0238;art_0243;art_0266;art_0275;art_0284;art_0294;art_0312;art_0317;art_0340;art_0354;art_0364;art_0392
llm_extractor_gpt4omini,gpt-4o-mini,12,50,8.0,3,"The narrative loosely connects around Chile's social unrest (estallido social of October 2019) and the COVID-19 pandemic, but includes highly disparate documents such as a Mexican women's strike, Harvey Weinstein's sentencing, US Democratic primaries, and a body-positivity activist profile that have little thematic connection to the core Chilean narrative. While some documents (3, 5, 6, 7, 8, 10, 11) form a coherent sub-narrative about the Chilean social crisis and its aftermath, the overall sequence lacks editorial cohesion and logical progression.",0.5321701141920957,3.8233152499888092,0.0013524750000000001,0.09183,art_0233;art_0238;art_0247;art_0257;art_0261;art_0275;art_0284;art_0294;art_0308;art_0317;art_0340;art_0382
llm_extractor_gpt4omini,gpt-4o-mini,12,50,8.0,4,"The narrative has a loose thematic connection around Chile's social unrest (estallido social of October 2019) and its intersection with the COVID-19 pandemic, covering political, economic, and social dimensions. However, the documents are highly heterogeneous in focus and genre (philosophical interview, factoring industry analysis, police munitions data, unemployment statistics, urban infrastructure, a celebrity romance story, and a business bankruptcy), making the narrative fragmented and lacking a clear, unified storyline with logical progression.",0.5404128703204069,3.398548375000246,0.001353825,0.08874000000000001,art_0243;art_0252;art_0261;art_0284;art_0294;art_0312;art_0322;art_0340;art_0387;art_0392;art_0396;art_0401
llm_extractor_gpt4omini,gpt-4o-mini,12,50,8.0,5,"The narrative has a loose thematic coherence around Chile's social uprising (estallido social) of October 2019 and its aftermath, covering philosophical reflections, police violence, victims, prisoners, economic impacts, and the constitutional process. However, the documents vary widely in focus and format (philosophical interview, news reports, investigative journalism, statistics), lack tight narrative progression, and the final document about an ice cream shop bankruptcy feels tangential, weakening overall cohesion.",0.5532965768467296,8.19326795800589,0.001368675,0.10650300000000001,art_0243;art_0247;art_0270;art_0280;art_0294;art_0312;art_0317;art_0322;art_0350;art_0345;art_0373;art_0401
llm_extractor_gpt4omini,gpt-4o-mini,12,50,8.0,4,"The narrative has a loose thematic connection around Chile's social unrest (estallido social) and the COVID-19 pandemic, with some documents logically building on each other (economic predictions, healthcare workers, protest dynamics, anniversary coverage). However, the collection lacks tight narrative progression and includes tangentially related documents (body activism, ice cream shop bankruptcy, mathematical modeling of protests) that disrupt coherence, making it feel more like a thematic collection than a structured story.",0.5796723745085977,3.1123478329973295,0.001343625,0.080229,art_0238;art_0243;art_0275;art_0284;art_0312;art_0317;art_0340;art_0345;art_0354;art_0364;art_0382;art_0401
llm_extractor_gpt4omini,gpt-4o-mini,12,100,8.0,4,"The narrative has a loose thematic connection around Chile's 2019 social uprising and its political aftermath, with documents progressing somewhat chronologically from 2021-2022. However, coherence is undermined by several off-topic documents (a Colombian protest report, a tarot TV show video, a bar district recovery piece) that don't fit the core political narrative, and the sequence lacks tight logical progression between individual documents.",0.5467939322645013,4.5543302920414135,0.001221375,0.070158,art_0466;art_0489;art_0513;art_0540;art_0545;art_0554;art_0578;art_0582;art_0592;art_0596;art_0601;art_0610
llm_extractor_gpt4omini,gpt-4o-mini,12,100,8.0,3,"The narrative has a loose thematic connection around Chile's social unrest, the 2019 estallido social, and its political aftermath, with reasonable temporal progression from mid-2021 through early 2022. However, coherence breaks down significantly with document [12], which shifts entirely to Colombia's protest violence victims, and documents [2], [3], and [7] feel tangentially connected at best, while several documents contain heavy repetitive content artifacts that disrupt readability.",0.6035733656449751,19.117993999971077,0.0024468,0.09283799999999999,art_0471;art_0485;art_0489;art_0494;art_0503;art_0531;art_0522;art_0540;art_0545;art_0582;art_0596;art_0615
llm_extractor_gpt4omini,gpt-4o-mini,12,100,8.0,6,"The narrative follows a generally logical chronological progression from the origins of Chile's 2019 social uprising through the constitutional process, elections, and the new Boric government's early actions, providing a coherent arc of Chile's political transformation. However, coherence is undermined by several issues: document [2] about a specific homicide trial feels tangential, document [6] is a generic country fact sheet that interrupts the narrative flow, and document [12] about a tarot show prediction is entirely out of place and trivial compared to the serious political analysis surrounding it.",0.5999221964315935,11.41920270898845,0.001221375,0.092706,art_0489;art_0513;art_0527;art_0531;art_0540;art_0550;art_0554;art_0564;art_0578;art_0582;art_0596;art_0601
llm_extractor_gpt4omini,gpt-4o-mini,12,100,8.0,6,"The narrative follows a broadly coherent chronological arc from the 2019 estallido social through the Constitutional Convention (2021), the presidential elections, and into the Boric government's early actions (2022), maintaining thematic continuity around Chile's political transformation. However, coherence is weakened by tangential documents (the Curicó homicide verdict in [5], the intelligence agency discussion in [12], and the presidential debate on AFP withdrawals in [4]) that diverge significantly from the main narrative thread, and some documents contain excessive repetitive formatting artifacts that disrupt readability.",0.5967113213105635,3.2957094999728724,0.0012336749999999998,0.09834899999999999,art_0475;art_0485;art_0489;art_0494;art_0513;art_0527;art_0531;art_0540;art_0545;art_0554;art_0596;art_0606
llm_extractor_gpt4omini,gpt-4o-mini,6,0,8.0,8,"The narrative follows a clear chronological arc from November 2019 to February 2020, coherently documenting Chile's social uprising through multiple perspectives including street protests, government responses, key political figures, and eventual de-escalation, with each document building on the context established by previous ones.",0.607224452495575,9.545220542000607,0.0019093875,0.038736,art_0010;art_0014;art_0042;art_0070;art_0135;art_0191
llm_extractor_gpt4omini,gpt-4o-mini,6,0,8.0,7,"The narrative follows a clear chronological progression of Chile's social uprising from its one-month anniversary (November 2019) through the three-month mark (January 2020) to the COVID-19 pandemic context (March 2020), with each document building on the previous events. However, document [2] feels somewhat redundant as a brief incident report, and document [6] shifts significantly in tone and format to a philosophical interview, creating some discontinuity in the narrative flow.",0.607392430305481,8.525291291996837,0.0019177875,0.037965000000000006,art_0014;art_0080;art_0112;art_0135;art_0163;art_0243
llm_extractor_gpt4omini,gpt-4o-mini,6,0,8.0,6,"The narrative follows a coherent chronological progression from December 2019 to April 2020, documenting Chile's social uprising through multiple perspectives including political analysis, cultural documentation, survey data, and philosophical reflection. However, the thematic diversity across documents (from OEA conspiracy claims to Metro station reopening) creates some fragmentation, and the final document about Baquedano station feels like an abrupt, minor conclusion to an otherwise substantive narrative.",0.5700961709022522,2.5964974589878693,0.0019153875,0.037368000000000005,art_0098;art_0103;art_0149;art_0191;art_0243;art_0247
llm_extractor_gpt4omini,gpt-4o-mini,6,0,8.0,5,"The narrative has a loose thematic connection around Chile's social uprising (estallido social) starting October 18, 2019, with temporal progression from November 2019 to March 2020. However, the documents vary significantly in focus—from government spokesperson interviews, to police station attacks, to monument vandalism, to a philosophical reflection on the pandemic—lacking a tight narrative thread or clear story arc that builds logically from one document to the next.",0.5220408320426941,6.808963666087948,0.0019135875,0.036792000000000005,art_0042;art_0052;art_0084;art_0126;art_0173;art_0243
llm_extractor_gpt4omini,gpt-4o-mini,6,0,8.0,3,"The narrative has a loose thematic connection around Chile's 2019 social uprising (estallido social), covering street art, government response, police station attacks, and political reflections. However, the sequence is disrupted by an irrelevant celebrity gossip article (document 4 about Rocío Marengo) and an unrelated exorcist interview (document 6), which severely undermine the narrative's coherence and logical progression.",0.5904643654823303,16.256494833971374,0.0019198875,0.036435,art_0010;art_0042;art_0052;art_0117;art_0135;art_0229
llm_extractor_gpt4omini,gpt-4o-mini,6,150,8.0,7,"The narrative follows a logical progression from the third anniversary of Chile's 2019 social uprising through its political consequences, including debates about its meaning, presidential pardons for those convicted during the protests, controversies around Plaza Baquedano, and ultimately the new constitutional process it spawned. While the documents are thematically connected through the estallido social as a central thread, some pieces (like the Pablo Piñera interview and the Baquedano station article) feel tangential, and the temporal jumps between October 2022 and early 2023 create minor narrative gaps.",0.5250233829021453,2.2912547079613432,0.0006257625,0.035454,art_0699;art_0713;art_0727;art_0750;art_0755;art_0769
llm_extractor_gpt4omini,gpt-4o-mini,6,150,8.0,6,"The narrative has a thematic thread connecting Chile's social unrest (estallido social of 2019) through its political consequences, Boric's presidency, and the constitutional process, showing reasonable temporal progression from October 2022 to March 2023. However, document [5] about Manuel Pellegrini's interview is largely off-topic and disrupts the narrative flow, and the documents feel more like a collection of related articles than a tightly structured story.",0.6473361492156983,2.1152226669946685,0.0006239625,0.035226,art_0699;art_0717;art_0727;art_0750;art_0759;art_0769
llm_extractor_gpt4omini,gpt-4o-mini,6,150,8.0,4,"The narrative has a loose thematic connection around Chile's social unrest (estallido social of 2019) and its political aftermath, with documents [1], [2], [4], [5], and [6] forming a somewhat logical progression from the anniversary commemorations to indults to the new constitutional process. However, document [3] about the Finnish metal band Stratovarius is largely irrelevant and disrupts the narrative flow, and the overall sequence lacks tight logical and temporal coherence as a unified story.",0.49003167152404786,4.735807082965039,0.0006250125,0.032895,art_0699;art_0713;art_0722;art_0750;art_0755;art_0769
llm_extractor_gpt4omini,gpt-4o-mini,6,150,8.0,7,"The narrative follows a logical progression from the third anniversary of Chile's 2019 social uprising through its political consequences, including Boric's declining popularity, pardons for protesters, and the new constitutional process, showing clear cause-and-effect relationships. However, some documents feel loosely connected (the pharmacy looting, the commentary piece) and the overall arc could be tighter.",0.6176141142845154,2.7939211250049993,0.0006253125,0.026607000000000002,art_0699;art_0708;art_0713;art_0717;art_0750;art_0769
llm_extractor_gpt4omini,gpt-4o-mini,6,150,8.0,5,"The narrative has a loose thematic connection around Chile's social unrest (estallido social of 2019) and its political aftermath, with documents [1], [2], [3], [5], and [6] forming a reasonably coherent arc from the third anniversary commemorations to the constitutional process. However, document [4] about the Finnish metal band Stratovarius significantly disrupts the narrative flow, as it is only tangentially related through a brief mention of the estallido social, making the sequence feel inconsistent and editorially unfocused.",0.5570864617824555,4.106198124936782,0.0006241125,0.025863,art_0699;art_0708;art_0713;art_0722;art_0750;art_0769
llm_extractor_gpt4omini,gpt-4o-mini,6,50,8.0,5,"The narrative has a loose thematic connection around Chile's social unrest (estallido social) and its intersection with the COVID-19 pandemic, progressing temporally from March to July 2020. However, the documents vary significantly in focus and format—from economic forecasts, philosophical analysis, metro station reopening, political debates, and mathematical modeling—making the narrative feel fragmented rather than telling a single coherent story.",0.5855399608612061,2.595801583956927,0.000483675,0.035394,art_0238;art_0243;art_0247;art_0261;art_0266;art_0284
llm_extractor_gpt4omini,gpt-4o-mini,6,50,8.0,5,"The narrative has a loose thematic connection around Chile's social unrest (estallido social) and the COVID-19 pandemic, with documents progressing temporally from March to July 2020. However, the sequence lacks tight narrative cohesion, jumping between an economic forecast, a philosophical interview, political analysis of trust, political debate about new protests, personal stories of ocular trauma victims, and a scientific study of social unrest dynamics, making it feel more like a thematic collection than a coherent story.",0.5709547340869904,3.347168167005293,0.000489525,0.045828,art_0238;art_0243;art_0261;art_0266;art_0280;art_0284
llm_extractor_gpt4omini,gpt-4o-mini,6,50,8.0,5,"The narrative has a loose thematic connection around the Chilean social uprising (estallido social) and its intersection with the COVID-19 pandemic, progressing chronologically from March to July 2020. However, the documents vary significantly in focus and genre—from a philosophical interview, to political analysis, to government policy, to personal testimonies of ocular trauma victims, to academic research—making the narrative feel fragmented rather than telling a single coherent story.",0.5676617205142975,2.8257251249160618,0.00048697499999999995,0.049275000000000006,art_0243;art_0261;art_0266;art_0270;art_0280;art_0284
llm_extractor_gpt4omini,gpt-4o-mini,6,50,8.0,5,"The narrative has a loose thematic connection around Chile's social unrest (estallido social) and its intersection with the COVID-19 pandemic, progressing chronologically from March to July 2020. However, the documents vary significantly in focus and genre—from economic forecasts, philosophical analysis, political debates, legislative procedures, personal testimonies of ocular trauma victims, to mathematical modeling of protests—making the narrative fragmented rather than a cohesive, purposefully structured story.",0.5650714337825775,2.186160916928202,0.00048442499999999997,0.04095,art_0238;art_0243;art_0266;art_0270;art_0280;art_0284
llm_extractor_gpt4omini,gpt-4o-mini,6,50,8.0,4,"The narrative loosely connects the Chilean social uprising (estallido social) and the COVID-19 pandemic across time, but the documents are thematically scattered, mixing Mexican feminist protests, US elections, Harvey Weinstein, economic forecasts, media trust surveys, and ocular trauma victims. While documents 2-6 share a Chilean context linking the estallido and pandemic, document 1 is largely irrelevant to the overall narrative thread, and the progression lacks a clear unified story arc.",0.6882466912269593,4.711178292054683,0.000500175,0.042768,art_0233;art_0238;art_0243;art_0257;art_0261;art_0280
llm_extractor_gpt4omini,gpt-4o-mini,6,100,8.0,4,"The narrative has a loose thematic connection around Chile's social unrest, the Constitutional Convention, and political polarization following the 2019 estallido social, but the documents lack tight sequential progression. Document 3 (about a mote con huesillo company going bankrupt) is largely tangential, and the sequence jumps between specific Convention debates, broad background explainers, anniversary analyses, and a military appointment without a clear narrative arc tying them together.",0.6557544112205506,3.7410282499622554,0.0007039125,0.044205,art_0485;art_0489;art_0499;art_0531;art_0540;art_0545
llm_extractor_gpt4omini,gpt-4o-mini,6,100,9.0,3,"The narrative lacks coherence because it mixes two distinct social uprisings (Cuba's July 2021 protests and Chile's 2019 'estallido social') without establishing a clear thematic or causal connection between them. Documents 2-6 focus on Chile's constitutional process and aftermath of the 2019 protests, while Document 1 covers Cuba's unrelated 2021 uprising, making the sequence feel disjointed and lacking a unified narrative thread.",0.586498212814331,2.7693450830411166,0.0006998625,0.039927000000000004,art_0480;art_0489;art_0494;art_0513;art_0522;art_0536
llm_extractor_gpt4omini,gpt-4o-mini,6,100,8.0,7,"The narrative follows a generally coherent arc about Chile's social uprising of October 2019 and its political aftermath, progressing from background context (doc 1), to electoral politics (doc 2), legal consequences (doc 3), victim advocacy (doc 4), historical commemoration (doc 5), and political analysis (doc 6). However, document 2 about presidential campaign debates feels somewhat tangential, and the sequence mixes retrospective analysis with current events in a way that slightly disrupts the temporal flow.",0.6104355335235596,5.594968499965034,0.0007003125,0.036798000000000004,art_0489;art_0503;art_0513;art_0522;art_0536;art_0540
llm_extractor_gpt4omini,gpt-4o-mini,6,100,8.0,4,"The narrative touches on related themes around Chile's social unrest, the Constitutional Convention, and political debates stemming from the 2019 estallido social, providing some thematic coherence. However, the documents lack tight logical and temporal progression, jumping between the Convention's internal debates, presidential candidate debates, retrospective analyses, and a military appointment without a clear narrative thread connecting them sequentially.",0.5748733043670654,1.5773863330250606,0.0007004625,0.0522,art_0485;art_0489;art_0494;art_0531;art_0540;art_0545
llm_extractor_gpt4omini,gpt-4o-mini,6,100,8.0,6,"The narrative has a clear thematic thread connecting Chile's 2019 social uprising through the constitutional process and its aftermath, with logical temporal progression from July to November 2021. However, document [2] about a homicide conviction feels tangentially connected, and document [6] about a military commander appointment is loosely tied to the main narrative, reducing overall coherence.",0.5724273085594177,2.4289806669112295,0.0007045125,0.054351000000000003,art_0489;art_0513;art_0531;art_0527;art_0540;art_0545
llm_extractor_gpt4omini,gpt-4o-mini,18,0,8.0,6,"The narrative maintains a coherent thematic focus on Chile's 2019 social uprising (estallido social) and its multifaceted impacts, covering cultural responses, economic effects, human rights violations, and political reactions in roughly chronological order from November 2019 to September 2020. However, coherence is weakened by thematic fragmentation (mixing art, tourism, auto sales, banking, philosophy, and unemployment), some documents with severe repetition issues (doc 5), and the inclusion of tangential pieces (doc 9 on an athlete, doc 10 on a TV personality) that dilute the narrative focus.",0.584684761131511,34.931071375031024,0.009978975,0.090447,art_0001;art_0010;art_0024;art_0028;art_0056;art_0061;art_0075;art_0112;art_0122;art_0131;art_0145;art_0177;art_0191;art_0196;art_0201;art_0224;art_0243;art_0312
